Date,Medication,Sales,Region,Temperature,Humidity,Flu_Cases,Pollen_Count,Google_Trends,Marketing_Spend,Holiday
2023-06-18,Fever Reducer,628.0,Montreal,23.3,75.1,35.0,95.0,40.1,2339.69,
2023-06-18,Fever Reducer,665.0,Calgary,18.9,67.6,31.0,102.0,,2412.06,
2023-06-19,Cold Relief,362.0,Toronto,12.434036081733064,74.9,24.0,92.0,47.5,1099.17,
2023-06-19,Cold Relief,279.0,Vancouver,16.1,73.1,25.0,100.0,35.7,1017.75,
2023-06-19,Cold Relief,414.0,Montreal,23.4,74.6,30.0,93.0,50.3,858.56,
2023-06-19,Cold Relief,449.0,Calgary,19.7,77.4,27.0,104.0,44.7,1364.01,
2023-06-19,Allergy Relief,819.0,Toronto,23.6,76.5,41.0,104.0,85.7,1159.68,
2023-06-19,Allergy Relief,795.0,Vancouver,22.3,75.6,29.0,106.0,87.3,1080.94,
2023-06-19,Allergy Relief,686.0,Montreal,25.0,76.1,36.0,109.0,87.1,1515.14,
2023-06-19,Allergy Relief,765.0,Calgary,,87.8,36.0,101.0,83.5,704.22,
2023-06-19,Pain Relief,616.0,Toronto,20.6,,29.0,107.0,72.9,995.07,
2023-06-19,Pain Relief,522.0,Vancouver,23.0,,21.0,102.0,46.0,1495.22,
2023-06-19,Pain Relief,716.0,Montreal,,73.7,29.0,92.0,65.8,974.79,
2023-06-19,Pain Relief,616.0,Calgary,13.4,73.3,29.0,98.0,66.3,921.31,
2023-06-19,Cough Suppressant,263.0,Toronto,24.3,76.3,33.0,130.0,49.7,1385.93,
2023-06-19,Cough Suppressant,285.0,Vancouver,19.5,78.4,28.0,108.0,47.7,1073.0,
2023-06-19,Cough Suppressant,350.0,Montreal,19.7,74.7,26.0,96.0,62.6,500.0,
2023-06-19,Cough Suppressant,291.0,Calgary,24.5,79.1,23.0,100.0,54.0,879.33,
2023-06-19,Fever Reducer,699.0,Toronto,24.9,75.3,29.0,107.0,72.3,2468.88,
2023-06-19,Fever Reducer,669.0,Vancouver,23.5,70.5,33.0,87.0,71.7,2193.17,
2023-06-19,Fever Reducer,711.0,Montreal,30.0,77.2,22.0,103.0,65.4,2066.88,
2023-06-19,Fever Reducer,626.0,Calgary,17.4,78.3,27.0,111.0,62.0,1667.27,
2023-06-20,Cold Relief,481.0,Toronto,29.0,83.4,36.0,,62.9,989.24,
2023-06-20,Cold Relief,486.0,Vancouver,20.1,74.2,28.0,104.0,54.3,500.0,
2023-06-20,Cold Relief,456.0,Montreal,22.2,79.8,33.0,96.0,49.5,892.77,
2023-06-20,Cold Relief,363.0,Calgary,19.8,66.9,29.0,84.0,43.7,1201.76,
2023-06-20,Allergy Relief,824.0,Toronto,23.8,73.6,42.0,80.0,93.1,1676.66,
2023-06-20,Allergy Relief,729.0,Vancouver,24.2,67.1,23.0,117.0,81.2,3981.1034010436797,
2023-06-20,Allergy Relief,726.0,Montreal,21.5,88.0,33.0,97.0,85.4,869.55,
2023-06-20,Allergy Relief,894.0,Calgary,17.1,72.8,29.0,117.0,88.6,922.89,
2023-06-20,Pain Relief,721.0,Toronto,19.5,78.3,24.0,113.0,79.2,500.0,
2023-06-20,Pain Relief,543.0,Vancouver,20.6,80.6,25.0,89.0,51.6,1733.59,
2023-06-20,Pain Relief,739.0,Montreal,27.3,74.7,32.0,95.0,77.0,996.35,
2023-06-20,Pain Relief,701.0,Calgary,20.0,72.1,35.0,107.0,58.9,1283.41,
2023-06-20,Cough Suppressant,228.0,Toronto,19.4,63.3,28.0,97.0,33.5,885.52,
2023-06-20,Cough Suppressant,349.0,Vancouver,21.3,76.4,34.0,105.0,46.6,934.44,
2023-06-20,Cough Suppressant,197.0,Montreal,25.6,68.8,28.0,97.0,31.1,931.33,
2023-06-20,Cough Suppressant,304.0,Calgary,16.8,72.1,33.0,97.0,51.5,1022.91,
2023-06-20,Fever Reducer,616.0,Toronto,24.2,66.4,28.0,100.0,51.3,2406.05,
2023-06-20,Fever Reducer,536.0,Vancouver,20.4,80.0,22.0,102.0,,2513.41,
2023-06-20,Fever Reducer,565.0,Montreal,23.3,67.1,41.0,97.0,59.7,2171.34,
2023-06-20,Fever Reducer,650.0,Calgary,,74.6,29.0,99.0,66.2,1943.15,
2023-06-21,Cold Relief,430.0,Toronto,28.0,69.1,30.0,100.0,53.2,500.0,
2023-06-21,Cold Relief,408.0,Vancouver,18.5,74.9,34.0,113.0,43.4,1045.28,
2023-06-21,Cold Relief,374.0,Montreal,24.3,76.3,31.0,101.0,38.6,947.04,
2023-06-21,Cold Relief,469.0,Calgary,20.1,78.4,32.0,89.0,58.0,820.26,
2023-06-21,Allergy Relief,779.0,Toronto,24.2,71.7,26.0,93.0,82.3,1199.26,
2023-06-21,Allergy Relief,438.0,Vancouver,25.8,80.2,31.0,81.0,79.7,500.0,
2023-06-21,Allergy Relief,933.0,Montreal,22.5,74.1,31.0,119.0,95.7,957.14,
2023-06-21,Allergy Relief,710.0,Calgary,17.3,70.3,35.0,101.0,89.3,1063.65,
2023-06-21,Pain Relief,808.0,Toronto,19.9,,28.0,118.0,74.0,1427.95,
2023-06-21,Pain Relief,577.0,Vancouver,23.3,75.9,27.0,85.0,54.8,744.3,
2023-06-21,Pain Relief,544.0,Montreal,28.7,82.6,38.0,106.0,62.7,1439.23,
2023-06-21,Pain Relief,545.0,Calgary,22.7,,39.0,117.0,62.4,,
2023-06-21,Cough Suppressant,252.0,Toronto,21.7,67.0,300.06047808312576,130.0,28.4,1551.49,
2023-06-21,Cough Suppressant,335.0,Vancouver,22.9,67.6,37.0,105.0,63.2,805.52,
2023-06-21,Cough Suppressant,345.0,Montreal,21.2,79.5,37.0,96.0,,1285.26,
2023-06-21,Cough Suppressant,418.0,Calgary,21.0,74.4,37.0,85.0,56.2,1057.04,
2023-06-21,Fever Reducer,716.0,Toronto,22.9,73.8,,108.0,64.9,2507.89,
2023-06-21,Fever Reducer,754.0,Vancouver,21.5,67.3,37.0,92.0,73.3,1832.36,
2023-06-21,Fever Reducer,674.0,Montreal,24.8,76.3,30.0,117.0,62.6,2014.45,
2023-06-21,Fever Reducer,682.0,Calgary,22.1,77.2,27.0,77.0,75.4,2418.15,
2023-06-22,Cold Relief,396.0,Toronto,28.9,70.3,31.0,,46.0,1303.99,
2023-06-22,Cold Relief,381.0,Vancouver,18.1,57.3,35.0,114.0,,863.82,
2023-06-22,Cold Relief,330.0,Montreal,26.2,62.7,28.0,111.0,35.1,958.19,
2023-06-22,Cold Relief,400.0,Calgary,22.8,78.4,33.0,92.0,47.7,540.29,
2023-06-22,Allergy Relief,563.0,Toronto,21.2,84.3,30.0,82.0,62.6,1057.27,
2023-06-22,Allergy Relief,732.0,Vancouver,22.3,74.4,20.0,84.0,87.6,1468.56,
2023-06-22,Allergy Relief,746.0,Montreal,21.6,66.7,40.0,109.0,83.2,609.32,
2023-06-22,Allergy Relief,782.0,Calgary,19.4,75.6,32.0,107.0,79.3,1239.62,
2023-06-22,Pain Relief,783.0,Toronto,24.5,64.9,26.0,98.0,76.6,,
2023-06-22,Pain Relief,676.0,Vancouver,21.1,76.3,36.0,,73.4,965.7,
2023-06-22,Pain Relief,608.0,Montreal,29.5,73.4,32.0,98.0,67.8,1284.67,
2023-06-22,Pain Relief,804.0,Calgary,19.0,72.4,23.0,104.0,80.9,1324.97,
2023-06-22,Cough Suppressant,313.0,Toronto,25.0,82.5,35.0,105.0,45.6,925.33,
2023-06-22,Cough Suppressant,327.0,Vancouver,21.6,72.8,31.0,104.0,45.0,913.72,
2023-06-22,Cough Suppressant,335.0,Montreal,17.6,78.7,33.0,97.0,55.8,,
2023-06-22,Cough Suppressant,357.0,Calgary,18.9,82.8,44.0,111.0,76.1,1248.73,
2023-06-22,Fever Reducer,768.0,Toronto,23.2,70.0,30.0,90.0,73.1,2471.48,
2023-06-22,Fever Reducer,626.0,Vancouver,20.7,76.5,26.0,111.0,66.1,2649.81,
2023-06-22,Fever Reducer,648.0,Montreal,24.9,78.7,33.0,105.0,66.0,2335.45,
2023-06-22,Fever Reducer,686.0,Calgary,18.6,68.5,27.0,102.0,76.0,2050.69,
2023-06-23,Cold Relief,389.0,Toronto,21.2,76.1,37.0,,34.4,1330.29,
2023-06-23,Cold Relief,309.0,Vancouver,22.1,68.4,36.0,,37.9,1087.1,
2023-06-23,Cold Relief,449.0,Montreal,24.2,70.8,24.0,111.0,57.7,1327.93,
2023-06-23,Cold Relief,368.0,Calgary,22.6,72.1,31.0,98.0,47.4,1435.5,
2023-06-23,Allergy Relief,713.0,Toronto,21.0,68.8,30.0,103.0,87.3,807.87,
2023-06-23,Allergy Relief,820.0,Vancouver,21.5,71.4,39.0,88.0,81.0,1782.98,
2023-06-23,Allergy Relief,666.0,Montreal,19.2,62.6,35.0,,79.0,728.76,
2023-06-23,Allergy Relief,877.0,Calgary,17.0,73.0,34.0,92.0,98.3,746.99,
2023-06-23,Pain Relief,676.0,Toronto,22.2,74.7,24.0,102.0,70.9,1252.22,
2023-06-23,Pain Relief,630.0,Vancouver,25.1,64.8,30.0,110.0,96.93790346646676,1213.55,
2023-06-23,Pain Relief,829.0,Montreal,21.8,76.9,30.0,96.0,65.5,907.77,
2023-06-23,Pain Relief,701.0,Calgary,21.8,80.7,33.0,91.0,77.7,1107.36,
2023-06-23,Cough Suppressant,244.0,Toronto,26.6,,35.0,100.0,31.4,1071.68,
2023-06-23,Cough Suppressant,329.0,Vancouver,26.1,76.0,28.0,109.0,45.1,1483.89,
2023-06-23,Cough Suppressant,291.0,Montreal,24.7,88.8,25.0,108.0,51.5,1454.51,
2023-06-23,Cough Suppressant,246.0,Calgary,25.3,67.8,22.0,110.0,48.8,1432.47,
2023-06-23,Fever Reducer,613.0,Toronto,25.5,74.4,32.0,99.0,60.1,2017.17,
2023-06-23,Fever Reducer,707.0,Vancouver,23.1,78.9,39.0,94.0,66.4,2150.1,
2023-06-23,Fever Reducer,938.0,Montreal,27.1,73.9,,,73.9,2600.79,
2023-06-23,Fever Reducer,585.0,Calgary,17.9,77.9,17.0,,68.5,2250.11,
2023-06-24,Cold Relief,459.0,Toronto,25.2,76.2,29.0,,55.5,2004.46,
2023-06-24,Cold Relief,366.0,Vancouver,23.4,72.3,30.0,102.0,37.2,873.41,
2023-06-24,Cold Relief,359.0,Montreal,24.4,77.0,33.0,98.0,44.3,1108.35,
2023-06-24,Cold Relief,462.0,Calgary,18.1,77.4,29.0,82.0,59.0,717.04,
2023-06-24,Allergy Relief,734.0,Toronto,22.5,66.1,35.0,100.0,91.8,500.0,
2023-06-24,Allergy Relief,821.0,Vancouver,18.6,70.0,27.0,,81.0,1227.32,
2023-06-24,Allergy Relief,649.0,Montreal,25.4,71.5,36.0,118.0,93.3,1058.37,
2023-06-24,Allergy Relief,670.0,Calgary,27.4,79.2,22.0,101.0,81.8,1024.96,
2023-06-24,Pain Relief,956.0,Toronto,26.9,72.8,26.0,106.0,86.9,1424.53,
2023-06-24,Pain Relief,652.0,Vancouver,23.7,77.5,27.0,95.0,60.9,1324.29,
2023-06-24,Pain Relief,547.0,Montreal,16.9,74.1,30.0,95.0,52.4,1160.67,
2023-06-24,Pain Relief,695.0,Calgary,18.9,72.9,31.0,96.0,68.6,1303.25,
2023-06-24,Cough Suppressant,265.0,Toronto,27.1,85.8,33.0,86.0,47.4,866.98,
2023-06-24,Cough Suppressant,308.0,Vancouver,22.3,76.8,38.0,109.0,54.1,1008.83,
2023-06-24,Cough Suppressant,300.0,Montreal,20.2,67.3,28.0,95.0,47.2,,
2023-06-24,Cough Suppressant,463.0,Calgary,27.9,75.3,32.0,103.0,70.6,1190.4,
2023-06-24,Fever Reducer,464.0,Toronto,23.5,70.0,33.0,97.0,41.5,2138.25,
2023-06-24,Fever Reducer,571.0,Vancouver,20.5,69.7,29.0,99.0,48.9,1860.76,
2023-06-24,Fever Reducer,694.0,Montreal,21.8,74.0,21.0,100.0,74.6,1929.52,
2023-06-24,Fever Reducer,704.0,Calgary,24.5,74.6,19.0,93.0,65.9,2310.45,
2023-06-25,Cold Relief,382.0,Toronto,27.4,73.1,32.0,99.0,41.8,543.67,
2023-06-25,Cold Relief,410.0,Vancouver,22.3,69.6,28.0,108.0,53.0,1419.83,
2023-06-25,Cold Relief,429.0,Montreal,27.0,75.2,17.0,96.0,48.0,1131.79,
2023-06-25,Cold Relief,472.0,Calgary,17.3,74.1,42.0,116.0,66.7,1350.18,
2023-06-25,Allergy Relief,759.0,Toronto,24.9,79.1,29.0,91.0,83.8,723.2,
2023-06-25,Allergy Relief,684.0,Vancouver,22.5,79.4,27.0,104.0,94.5,974.78,
2023-06-25,Allergy Relief,863.0,Montreal,24.6,73.9,29.0,104.0,92.9,1226.13,
2023-06-25,Allergy Relief,720.0,Calgary,,83.6,40.0,98.0,92.0,500.0,
2023-06-25,Pain Relief,653.0,Toronto,30.3,75.7,38.0,86.0,70.2,659.43,
2023-06-25,Pain Relief,561.0,Vancouver,19.5,79.6,26.0,98.0,64.9,1109.62,
2023-06-25,Pain Relief,598.0,Montreal,21.4,75.5,29.0,93.0,65.1,795.66,
2023-06-25,Pain Relief,688.0,Calgary,21.9,72.3,36.0,112.0,86.6,1400.81,
2023-06-25,Cough Suppressant,306.0,Toronto,22.9,78.2,28.0,101.0,64.8,1012.31,
2023-06-25,Cough Suppressant,325.0,Vancouver,22.3,78.9,33.0,109.0,49.0,500.0,
2023-06-25,Cough Suppressant,311.0,Montreal,22.0,,35.0,94.0,49.5,812.05,
2023-06-25,Cough Suppressant,342.0,Calgary,18.2,83.0,25.0,99.0,56.9,785.86,
2023-06-25,Fever Reducer,1150.0,Toronto,25.6,70.9,31.0,103.0,73.1,2196.43,
2023-06-25,Fever Reducer,608.0,Vancouver,24.0,78.1,28.0,96.0,61.1,2182.62,
2023-06-25,Fever Reducer,606.0,Montreal,21.4,78.4,18.0,,66.5,1991.17,
2023-06-25,Fever Reducer,742.0,Calgary,15.5,72.7,34.0,,69.9,1950.0,
2023-06-26,Cold Relief,394.0,Toronto,26.0,80.7,24.0,94.0,48.1,1129.83,
2023-06-26,Cold Relief,385.0,Vancouver,25.7,68.5,30.0,80.0,62.1,900.69,
2023-06-26,Cold Relief,339.0,Montreal,16.8,69.5,33.0,104.0,41.1,663.16,
2023-06-26,Cold Relief,437.0,Calgary,21.9,68.1,26.0,104.0,52.9,726.69,
2023-06-26,Allergy Relief,734.0,Toronto,24.1,72.6,27.0,104.0,100.0,1225.0,
2023-06-26,Allergy Relief,754.0,Vancouver,20.2,79.9,20.0,100.0,100.0,818.26,
2023-06-26,Allergy Relief,723.0,Montreal,19.4,89.2,28.0,102.0,89.7,784.62,
2023-06-26,Allergy Relief,782.0,Calgary,19.9,65.2,36.0,110.0,80.1,500.0,
2023-06-26,Pain Relief,532.0,Toronto,22.3,75.7,24.0,107.0,64.0,969.01,
2023-06-26,Pain Relief,767.0,Vancouver,24.6,68.4,33.0,100.0,79.2,891.46,
2023-06-26,Pain Relief,581.0,Montreal,18.6,62.4,27.0,101.0,58.4,1182.18,
2023-06-26,Pain Relief,601.0,Calgary,16.8,69.7,23.0,94.0,52.7,1760.11,
2023-06-26,Cough Suppressant,337.0,Toronto,,80.8,34.0,106.0,58.3,757.82,
2023-06-26,Cough Suppressant,286.0,Vancouver,24.4,69.1,28.0,108.0,54.9,893.73,
2023-06-26,Cough Suppressant,308.0,Montreal,25.6,77.9,37.0,99.0,69.7,1475.02,
2023-06-26,Cough Suppressant,300.0,Calgary,16.9,63.7,27.0,96.0,46.8,1038.92,
2023-06-26,Fever Reducer,608.0,Toronto,24.8,75.7,29.0,96.0,81.7,1777.95,
2023-06-26,Fever Reducer,727.0,Vancouver,19.1,80.6,36.0,92.0,59.5,2117.33,
2023-06-26,Fever Reducer,722.0,Montreal,24.0,67.5,26.0,104.0,72.0,1923.59,
2023-06-26,Fever Reducer,698.0,Calgary,24.8,82.3,28.0,99.0,81.0,1937.19,
2023-06-27,Cold Relief,386.0,Toronto,28.8,,32.0,94.0,49.4,938.76,
2023-06-27,Cold Relief,367.0,Vancouver,24.1,68.3,23.0,102.0,50.1,500.0,
2023-06-27,Cold Relief,459.0,Montreal,23.1,77.7,31.0,109.0,47.0,1466.18,
2023-06-27,Cold Relief,398.0,Calgary,18.7,84.6,30.0,89.0,54.5,893.28,
2023-06-27,Allergy Relief,617.0,Toronto,28.8,74.9,30.0,98.0,91.3,1172.49,
2023-06-27,Allergy Relief,648.0,Vancouver,18.1,85.6,23.0,73.0,69.4,1118.9,
2023-06-27,Allergy Relief,913.0,Montreal,22.5,82.6,18.0,97.0,93.0,1469.4,
2023-06-27,Allergy Relief,788.0,Calgary,19.6,67.0,25.0,103.0,88.2,1352.56,
2023-06-27,Pain Relief,682.0,Toronto,28.4,78.2,22.0,105.0,,,
2023-06-27,Pain Relief,771.0,Vancouver,21.1,77.8,39.0,124.0,79.5,1031.63,
2023-06-27,Pain Relief,759.0,Montreal,22.3,73.4,37.0,97.0,92.8,1082.56,
2023-06-27,Pain Relief,564.0,Calgary,22.4,71.1,37.0,86.0,49.0,1030.42,
2023-06-27,Cough Suppressant,260.0,Toronto,25.4,66.5,28.0,106.0,,1248.93,
2023-06-27,Cough Suppressant,308.0,Vancouver,21.2,67.6,40.0,108.0,42.0,690.59,
2023-06-27,Cough Suppressant,410.0,Montreal,25.1,,26.0,92.0,68.2,1053.53,
2023-06-27,Cough Suppressant,338.0,Calgary,20.7,72.7,29.0,115.0,55.8,1274.16,
2023-06-27,Fever Reducer,689.0,Toronto,20.7,67.6,35.0,94.0,71.5,2164.49,
2023-06-27,Fever Reducer,643.0,Vancouver,23.8,83.7,29.0,108.0,68.0,2399.75,
2023-06-27,Fever Reducer,608.0,Montreal,18.9,77.9,32.0,93.0,63.9,,
2023-06-27,Fever Reducer,612.0,Calgary,15.9,74.8,28.0,94.0,65.7,1796.62,
2023-06-28,Cold Relief,324.0,Toronto,22.2,68.2,255.93393718854844,99.0,32.9,1387.39,
2023-06-28,Cold Relief,423.0,Vancouver,22.4,68.2,30.0,106.0,49.6,1187.71,
2023-06-28,Cold Relief,425.0,Montreal,24.4,74.5,47.0,111.0,48.9,978.01,
2023-06-28,Cold Relief,449.0,Calgary,16.9,82.1,18.0,106.0,,985.02,
2023-06-28,Allergy Relief,807.0,Toronto,15.4,81.2,27.0,107.0,90.6,532.27,
2023-06-28,Allergy Relief,553.0,Vancouver,11.534036081733065,72.1,39.0,113.0,89.4,4297.760517368352,
2023-06-28,Allergy Relief,797.0,Montreal,22.9,68.3,42.0,,70.7,1405.68,
2023-06-28,Allergy Relief,740.0,Calgary,20.3,71.2,38.0,86.0,79.7,1306.9,
2023-06-28,Pain Relief,675.0,Toronto,21.8,76.5,20.0,101.0,67.8,,
2023-06-28,Pain Relief,873.0,Vancouver,,74.6,28.0,103.0,80.7,1262.95,
2023-06-28,Pain Relief,610.0,Montreal,21.7,,,98.0,69.7,796.34,
2023-06-28,Pain Relief,626.0,Calgary,22.5,77.3,23.0,88.0,78.0,906.47,
2023-06-28,Cough Suppressant,227.0,Toronto,23.2,75.5,23.0,99.0,44.7,675.28,
2023-06-28,Cough Suppressant,340.0,Vancouver,21.3,68.1,35.0,83.0,57.1,500.0,
2023-06-28,Cough Suppressant,327.0,Montreal,19.1,73.0,31.0,112.0,59.1,1474.28,
2023-06-28,Cough Suppressant,328.0,Calgary,18.9,70.4,229.45801265180205,107.0,49.7,1073.26,
2023-06-28,Fever Reducer,491.0,Toronto,24.6,65.6,26.0,113.0,53.1,2424.11,
2023-06-28,Fever Reducer,531.0,Vancouver,22.1,77.7,30.0,,61.9,,
2023-06-28,Fever Reducer,615.0,Montreal,19.7,78.8,34.0,112.0,,2063.15,
2023-06-28,Fever Reducer,806.0,Calgary,14.8,77.8,29.0,108.0,77.0,2101.4,
2023-06-29,Cold Relief,402.0,Toronto,23.8,68.8,25.0,92.0,54.4,762.85,
2023-06-29,Cold Relief,507.0,Vancouver,19.6,70.8,27.0,81.0,62.7,1313.38,
2023-06-29,Cold Relief,403.0,Montreal,27.9,77.4,282.40986172529483,96.0,50.6,1053.78,
2023-06-29,Cold Relief,427.0,Calgary,,83.1,33.0,105.0,49.8,795.01,
2023-06-29,Allergy Relief,941.0,Toronto,22.6,76.6,,116.0,97.1,826.14,
2023-06-29,Allergy Relief,502.0,Vancouver,26.5,73.8,26.0,105.0,84.9,,
2023-06-29,Allergy Relief,775.0,Montreal,22.9,81.5,35.0,87.0,84.2,1283.54,
2023-06-29,Allergy Relief,607.0,Calgary,22.5,72.2,23.0,105.0,74.9,795.7,
2023-06-29,Pain Relief,654.0,Toronto,30.1,67.1,37.0,99.0,70.3,737.49,
2023-06-29,Pain Relief,629.0,Vancouver,18.5,71.2,37.0,90.0,77.6,1350.51,
2023-06-29,Pain Relief,599.0,Montreal,21.2,74.0,27.0,,60.7,1048.8,
2023-06-29,Pain Relief,633.0,Calgary,18.6,76.1,31.0,118.0,58.0,765.4,
2023-06-29,Cough Suppressant,271.0,Toronto,23.4,61.1,27.0,87.0,43.6,777.54,
2023-06-29,Cough Suppressant,271.0,Vancouver,17.1,65.2,39.0,89.0,51.0,500.0,
2023-06-29,Cough Suppressant,336.0,Montreal,24.3,82.2,23.0,93.0,45.9,1336.27,
2023-06-29,Cough Suppressant,296.0,Calgary,19.5,75.9,31.0,,,1538.92,
2023-06-29,Fever Reducer,692.0,Toronto,,78.4,26.0,111.0,56.8,2284.65,
2023-06-29,Fever Reducer,713.0,Vancouver,14.8,73.3,29.0,94.0,67.6,8324.168419698934,
2023-06-29,Fever Reducer,623.0,Montreal,,74.7,38.0,115.0,58.1,1624.79,
2023-06-29,Fever Reducer,563.0,Calgary,23.3,,28.0,99.0,73.9,2094.83,
2023-06-30,Cold Relief,478.0,Toronto,,71.5,19.0,96.0,49.6,1352.82,
2023-06-30,Cold Relief,421.0,Vancouver,,81.4,34.0,96.0,58.5,753.73,
2023-06-30,Cold Relief,461.0,Montreal,25.1,69.4,24.0,,,786.3,
2023-06-30,Cold Relief,376.0,Calgary,16.8,,39.0,91.0,39.1,1152.38,
2023-06-30,Allergy Relief,737.0,Toronto,24.8,68.8,37.0,92.0,91.9,670.59,
2023-06-30,Allergy Relief,743.0,Vancouver,23.5,73.7,27.0,,94.6,500.0,
2023-06-30,Allergy Relief,763.0,Montreal,19.2,78.8,25.0,84.0,93.1,1137.56,
2023-06-30,Allergy Relief,676.0,Calgary,16.3,70.8,27.0,102.0,76.4,1160.56,
2023-06-30,Pain Relief,608.0,Toronto,21.3,73.4,34.0,88.0,59.4,959.01,
2023-06-30,Pain Relief,702.0,Vancouver,26.4,75.6,30.0,88.0,76.1,993.45,
2023-06-30,Pain Relief,705.0,Montreal,24.4,80.8,44.0,101.0,52.9,1092.63,
2023-06-30,Pain Relief,616.0,Calgary,19.9,75.9,33.0,98.0,66.9,664.47,
2023-06-30,Cough Suppressant,277.0,Toronto,23.7,75.7,28.0,92.0,42.1,1024.62,
2023-06-30,Cough Suppressant,246.0,Vancouver,25.1,80.8,35.0,103.0,36.3,1268.79,
2023-06-30,Cough Suppressant,328.0,Montreal,22.3,,24.0,97.0,63.2,1165.08,
2023-06-30,Cough Suppressant,292.0,Calgary,22.6,69.8,27.0,81.0,51.1,1081.44,
2023-06-30,Fever Reducer,808.0,Toronto,28.0,82.8,37.0,115.0,62.9,1919.07,
2023-06-30,Fever Reducer,789.0,Vancouver,22.3,66.1,38.0,102.0,71.3,2093.25,
2023-06-30,Fever Reducer,874.0,Montreal,29.5,73.3,25.0,94.0,,2084.13,
2023-06-30,Fever Reducer,720.0,Calgary,16.8,82.7,27.0,99.0,74.4,2332.27,
2023-07-01,Cold Relief,547.0,Toronto,19.3,77.0,27.0,103.0,48.1,,Canada Day
2023-07-01,Cold Relief,380.0,Vancouver,23.2,80.1,29.0,98.0,28.9,800.38,Canada Day
2023-07-01,Cold Relief,439.0,Montreal,22.9,75.7,40.0,94.0,49.6,993.6,Canada Day
2023-07-01,Cold Relief,427.0,Calgary,23.2,78.6,291.2351699042103,121.0,41.4,817.32,Canada Day
2023-07-01,Allergy Relief,669.0,Toronto,29.5,75.6,31.0,100.0,76.7,803.39,Canada Day
2023-07-01,Allergy Relief,860.0,Vancouver,17.7,77.3,255.93393718854844,,77.8,1274.0,Canada Day
2023-07-01,Allergy Relief,710.0,Montreal,25.9,73.2,30.0,103.0,93.1,736.01,Canada Day
2023-07-01,Allergy Relief,943.0,Calgary,20.4,79.4,25.0,114.0,72.5,1233.16,Canada Day
2023-07-01,Pain Relief,838.0,Toronto,23.0,81.1,32.0,102.0,68.0,2593.73,Canada Day
2023-07-01,Pain Relief,1087.0,Vancouver,,72.1,33.0,86.0,83.2,3103.7,Canada Day
2023-07-01,Pain Relief,1074.0,Montreal,23.9,70.2,32.0,97.0,92.1,2316.96,Canada Day
2023-07-01,Pain Relief,742.0,Calgary,20.7,74.5,32.0,121.0,49.6,2727.05,Canada Day
2023-07-01,Cough Suppressant,390.0,Toronto,,82.7,35.0,97.0,41.5,1223.94,Canada Day
2023-07-01,Cough Suppressant,391.0,Vancouver,21.5,76.1,29.0,106.0,54.3,888.75,Canada Day
2023-07-01,Cough Suppressant,363.0,Montreal,25.2,77.9,30.0,99.0,50.1,1005.35,Canada Day
2023-07-01,Cough Suppressant,405.0,Calgary,18.2,77.1,23.0,102.0,47.1,884.03,Canada Day
2023-07-01,Fever Reducer,718.0,Toronto,24.7,78.1,27.0,96.0,96.93790346646676,2640.59,Canada Day
2023-07-01,Fever Reducer,637.0,Vancouver,15.7,82.5,40.0,111.0,60.2,2470.13,Canada Day
2023-07-01,Fever Reducer,659.0,Montreal,18.8,80.9,26.0,97.0,,1918.76,Canada Day
2023-07-01,Fever Reducer,724.0,Calgary,21.0,71.0,31.0,95.0,58.9,1930.28,Canada Day
2023-07-02,Cold Relief,383.0,Toronto,25.0,90.99431756134003,30.0,101.0,51.8,708.04,
2023-07-02,Cold Relief,440.0,Vancouver,27.3,78.9,29.0,98.0,45.5,540.7,
2023-07-02,Cold Relief,329.0,Montreal,23.5,71.1,35.0,104.0,47.0,637.45,
2023-07-02,Cold Relief,512.0,Calgary,26.6,68.2,23.0,107.0,67.0,1139.63,
2023-07-02,Allergy Relief,434.0,Toronto,27.2,66.9,36.0,92.0,86.9,603.0,
2023-07-02,Allergy Relief,707.0,Vancouver,21.3,64.0,27.0,101.0,87.6,561.13,
2023-07-02,Allergy Relief,768.0,Montreal,17.6,,31.0,,79.4,972.27,
2023-07-02,Allergy Relief,685.0,Calgary,19.0,76.1,37.0,88.0,87.4,902.16,
2023-07-02,Pain Relief,848.0,Toronto,,78.5,26.0,84.0,78.0,858.64,
2023-07-02,Pain Relief,601.0,Vancouver,22.7,,43.0,100.0,59.9,1315.56,
2023-07-02,Pain Relief,725.0,Montreal,20.4,,31.0,91.0,77.4,938.34,
2023-07-02,Pain Relief,596.0,Calgary,13.2,77.5,31.0,102.0,62.8,760.42,
2023-07-02,Cough Suppressant,318.0,Toronto,23.0,72.5,27.0,87.0,58.9,1099.62,
2023-07-02,Cough Suppressant,244.0,Vancouver,18.9,73.0,,99.0,33.2,1271.14,
2023-07-02,Cough Suppressant,208.0,Montreal,19.6,69.4,22.0,92.0,,,
2023-07-02,Cough Suppressant,321.0,Calgary,20.3,75.3,35.0,134.0,42.0,1007.07,
2023-07-02,Fever Reducer,886.0,Toronto,31.7,87.7,27.0,104.0,80.9,2388.17,
2023-07-02,Fever Reducer,591.0,Vancouver,20.2,74.8,23.0,97.0,50.1,2323.31,
2023-07-02,Fever Reducer,677.0,Montreal,23.3,80.0,31.0,121.0,63.5,1547.7,
2023-07-02,Fever Reducer,765.0,Calgary,21.2,68.9,29.0,118.0,79.3,2507.07,
